"Target value","Lower bound","Upper bound","Sector value","Target name","Row name","Measure name","Source code","Section name","Row value"
10389.119211,9621.01,11157.22,"Other","Total state and institutional grants","Pell Recipient Status","Average","begxzh","A1 Averages","Total"
13599.678049,12746.53,14452.82,"Other","Total state and institutional grants","Pell Recipient Status","Average","begxzh","A1 Averages","Not a Pell recipient"
8240.318881,7342.8,9137.84,"Other","Total state and institutional grants","Pell Recipient Status","Average","begxzh","A1 Averages","Pell recipient"
6067.630066,5776.94,6358.32,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Total"
NA,NA,NA,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Alabama"
NA,NA,NA,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Alaska"
2068.06959,1735.27,2400.87,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Arizona"
3157.58896,2895.44,3419.73,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Arkansas"
4784.949653,3765.9,5804,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","California"
3796.219749,2290.29,5302.15,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Colorado"
NA,NA,NA,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Connecticut"
NA,NA,NA,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Delaware"
NA,NA,NA,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","District of Columbia"
4487.372665,2851.66,6123.08,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Florida"
6013.779682,4915.61,7111.95,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Georgia"
3715.159976,2906.78,4523.54,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Hawaii"
NA,NA,NA,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Idaho"
8754.296196,7475.53,10033.06,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Illinois"
NA,NA,NA,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Indiana"
8386.782173,7646.82,9126.75,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Iowa"
NA,NA,NA,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Kansas"
4759.397866,4289.45,5229.35,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Kentucky"
NA,NA,NA,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Louisiana"
9299.247956,8088.84,10509.66,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Maine"
5623.085536,4699.54,6546.63,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Maryland"
14040.002726,10395.77,17684.23,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Massachusetts"
6225.980742,5383.68,7068.28,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Michigan"
8373.761781,6693.28,10054.24,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Minnesota"
NA,NA,NA,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Mississippi"
NA,NA,NA,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Missouri"
NA,NA,NA,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Montana"
5725.797799,4663.64,6787.96,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Nebraska"
1551.035368,1339.7,1762.38,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Nevada"
NA,NA,NA,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","New Hampshire"
5923.898922,4582.73,7265.07,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","New Jersey"
3118.713839,2705.41,3532.02,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","New Mexico"
10732.377573,8539.71,12925.04,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","New York"
4825.072339,4230.48,5419.67,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","North Carolina"
NA,NA,NA,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","North Dakota"
8300.676789,6404.65,10196.7,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Ohio"
3636.973642,2456.48,4817.47,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Oklahoma"
NA,NA,NA,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Oregon"
8264.963322,5751.78,10778.14,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Pennsylvania"
NA,NA,NA,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Rhode Island"
6532.371666,5620.33,7444.41,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","South Carolina"
NA,NA,NA,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","South Dakota"
5556.641023,4859.73,6253.55,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Tennessee"
4552.376428,3565.37,5539.38,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Texas"
NA,NA,NA,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Utah"
NA,NA,NA,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Vermont"
10389.406099,8388.83,12389.98,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Virginia"
5654.600924,4933.78,6375.42,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Washington"
5228.815206,3349.53,7108.1,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","West Virginia"
NA,NA,NA,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Wisconsin"
NA,NA,NA,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Wyoming"
NA,NA,NA,"Total","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Puerto Rico"
996.302361,948.77,1043.84,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Total"
488.517171,352.41,624.63,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Alabama"
NA,NA,NA,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Alaska"
210.943285,121.55,300.34,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Arizona"
668.911208,452.86,884.96,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Arkansas"
1184.350522,1016.38,1352.32,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","California"
2357.086895,1888.16,2826.02,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Colorado"
424.139447,358.58,489.7,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Connecticut"
NA,NA,NA,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Delaware"
NA,NA,NA,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","District of Columbia"
467.191114,150.29,784.09,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Florida"
1259.478031,1032.52,1486.44,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Georgia"
822.572031,657.35,987.8,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Hawaii"
NA,NA,NA,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Idaho"
564.975442,441.27,688.68,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Illinois"
1526.895744,1217.17,1836.62,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Indiana"
854.465158,706.81,1002.12,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Iowa"
NA,NA,NA,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Kansas"
1371.021775,1160.54,1581.5,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Kentucky"
NA,NA,NA,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Louisiana"
1040.48449,877.19,1203.78,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Maine"
488.434649,243.52,733.35,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Maryland"
973.020296,784.42,1161.62,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Massachusetts"
641.996046,405.24,878.76,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Michigan"
894.781575,804.41,985.16,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Minnesota"
550.859244,365.22,736.5,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Mississippi"
NA,NA,NA,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Missouri"
NA,NA,NA,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Montana"
536.202148,338.73,733.68,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Nebraska"
NA,NA,NA,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Nevada"
NA,NA,NA,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","New Hampshire"
748.119568,608.7,887.54,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","New Jersey"
979.987379,611.54,1348.43,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","New Mexico"
1891.637642,1632.51,2150.76,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","New York"
737.623415,590.6,884.65,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","North Carolina"
NA,NA,NA,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","North Dakota"
969.975531,845.4,1094.55,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Ohio"
758.873386,559.7,958.05,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Oklahoma"
NA,NA,NA,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Oregon"
486.912142,407.42,566.4,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Pennsylvania"
NA,NA,NA,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Rhode Island"
1897.057413,1484.97,2309.14,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","South Carolina"
NA,NA,NA,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","South Dakota"
2059.39471,1930.94,2187.85,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Tennessee"
662.915727,555.48,770.35,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Texas"
NA,NA,NA,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Utah"
821.48839,395.3,1247.68,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Vermont"
603.007361,507.92,698.1,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Virginia"
714.575025,468.38,960.77,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Washington"
1037.152003,746.59,1327.71,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","West Virginia"
NA,NA,NA,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Wisconsin"
NA,NA,NA,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Wyoming"
NA,NA,NA,"Public 2-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Puerto Rico"
4396.742496,4312.09,4481.4,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Total"
NA,NA,NA,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Alabama"
NA,NA,NA,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Alaska"
7111.919808,6052.64,8171.2,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Arizona"
4184.133846,3866.11,4502.16,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Arkansas"
7031.868076,6652.46,7411.28,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","California"
3173.374285,2894.55,3452.2,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Colorado"
NA,NA,NA,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Connecticut"
NA,NA,NA,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Delaware"
NA,NA,NA,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","District of Columbia"
2707.626564,2362.91,3052.34,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Florida"
3438.844162,3141.71,3735.98,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Georgia"
2872.574252,2382.07,3363.08,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Hawaii"
NA,NA,NA,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Idaho"
6334.28547,5889.86,6778.71,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Illinois"
NA,NA,NA,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Indiana"
4148.919752,3843.29,4454.55,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Iowa"
4533.593074,4043.91,5023.28,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Kansas"
5423.779207,4944.21,5903.35,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Kentucky"
5745.30119,5465.99,6024.61,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Louisiana"
4366.509039,3954.83,4778.19,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Maine"
3020.355973,2672.14,3368.58,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Maryland"
4594.143264,4229.05,4959.24,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Massachusetts"
6073.956339,5497.1,6650.81,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Michigan"
3175.348197,2921.36,3429.34,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Minnesota"
5650.672459,4786.99,6514.35,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Mississippi"
NA,NA,NA,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Missouri"
NA,NA,NA,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Montana"
3122.643451,1033.04,5212.24,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Nebraska"
1836.230934,1604.76,2067.7,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","Nevada"
7208.992531,6876.89,7541.09,"Public 4-year","Total state and institutional grants","Institution State","Average","fxzmeo","A1 Averages","New Hampshire"
