"Target value","Lower bound","Upper bound","State","Target name","Row name","Measure name","Source code","Section name","Row value"
NA,NA,NA,"Arizona","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Arizona","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
2108.776115,1972.47,2245.08,"Arkansas","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
2146.117469,1838.78,2453.45,"Arkansas","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
1538.456104,906.35,2170.57,"Arkansas","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
2387.824952,1102.97,3672.68,"Arkansas","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Arkansas","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Arkansas","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Arkansas","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Arkansas","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
4297.907214,4025.39,4570.42,"California","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
3496.563667,2971.23,4021.89,"California","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
3018.038058,1860.16,4175.92,"California","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
4578.081843,4208.97,4947.2,"California","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
4878.282524,4174.56,5582.01,"California","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"California","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"California","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
3433.057502,1999.62,4866.49,"California","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
1117.466135,982.64,1252.29,"Colorado","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
995.181161,799,1191.37,"Colorado","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
1399.744385,473.63,2325.86,"Colorado","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
1290.093776,1051.37,1528.82,"Colorado","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
930.669312,495.25,1366.09,"Colorado","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Colorado","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Colorado","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
953.581588,272.09,1635.08,"Colorado","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
NA,NA,NA,"Connecticut","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
NA,NA,NA,"Connecticut","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
NA,NA,NA,"Connecticut","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
NA,NA,NA,"Connecticut","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Connecticut","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Connecticut","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Connecticut","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Connecticut","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
1978.956071,1664.73,2293.19,"Florida","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
2557.323651,2067.35,3047.3,"Florida","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
1096.344003,631.59,1561.09,"Florida","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
1597.471759,1354.09,1840.85,"Florida","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
3376.689162,2350.34,4403.04,"Florida","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Florida","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Florida","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
1570.955661,711.81,2430.1,"Florida","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
3229.121573,2945.66,3512.59,"Georgia","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
3779.369329,3433.08,4125.66,"Georgia","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
2138.888111,1788.57,2489.21,"Georgia","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
3168.800823,2309.15,4028.45,"Georgia","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
4788.675104,3304.78,6272.57,"Georgia","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Georgia","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Georgia","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
3873.498008,2701.4,5045.6,"Georgia","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
334.56581,283.11,386.02,"Hawaii","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
NA,NA,NA,"Hawaii","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
NA,NA,NA,"Hawaii","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
397.738389,11.47,784,"Hawaii","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
471.194177,347.97,594.42,"Hawaii","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Hawaii","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Hawaii","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
192.29847,145.97,238.63,"Hawaii","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
2814.326251,2570.62,3058.03,"Illinois","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
2133.810697,1773.67,2493.95,"Illinois","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
3867.255323,3452.56,4281.95,"Illinois","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
3801.168874,3431.02,4171.32,"Illinois","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
2508.659521,1770.85,3246.47,"Illinois","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Illinois","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Illinois","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Illinois","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
NA,NA,NA,"Indiana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
NA,NA,NA,"Indiana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
NA,NA,NA,"Indiana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
NA,NA,NA,"Indiana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Indiana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Indiana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Indiana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Indiana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
108.822854,31.78,185.87,"Iowa","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
106.586271,18.32,194.85,"Iowa","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
NA,NA,NA,"Iowa","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
NA,NA,NA,"Iowa","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Iowa","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Iowa","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Iowa","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Iowa","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
343.078501,188.2,497.95,"Kansas","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
395.508943,187.81,603.2,"Kansas","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
NA,NA,NA,"Kansas","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
218.696495,-22.93,460.32,"Kansas","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Kansas","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Kansas","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Kansas","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Kansas","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
2512.312347,2346.86,2677.77,"Kentucky","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
2495.723561,2367.57,2623.88,"Kentucky","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
2457.346466,2036.15,2878.54,"Kentucky","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
NA,NA,NA,"Kentucky","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Kentucky","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Kentucky","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Kentucky","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Kentucky","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
3875.5288,3713.95,4037.11,"Louisiana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
4483.678081,4171.99,4795.37,"Louisiana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
2446.257209,2099.91,2792.6,"Louisiana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
4686.430527,3928.85,5444.02,"Louisiana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Louisiana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Louisiana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Louisiana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
2971.74173,1515.9,4427.59,"Louisiana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
456.931341,355.06,558.8,"Maine","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
430.706496,338.09,523.33,"Maine","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
NA,NA,NA,"Maine","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
NA,NA,NA,"Maine","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Maine","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Maine","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Maine","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Maine","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
993.958731,816.11,1171.81,"Maryland","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
733.596073,426.27,1040.93,"Maryland","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
901.151816,660.72,1141.59,"Maryland","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
1770.949464,568.88,2973.02,"Maryland","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
1297.714541,727.41,1868.02,"Maryland","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Maryland","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Maryland","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Maryland","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
1191.686338,1032.34,1351.03,"Massachusetts","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
956.616917,833.96,1079.27,"Massachusetts","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
1322.384473,948.89,1695.88,"Massachusetts","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
1719.002971,1272.41,2165.59,"Massachusetts","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
1501.228934,550.43,2452.03,"Massachusetts","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Massachusetts","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Massachusetts","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Massachusetts","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
435.251384,319.75,550.75,"Michigan","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
456.251768,335.99,576.52,"Michigan","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
363.846657,123.41,604.29,"Michigan","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
422.970786,163.19,682.75,"Michigan","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
327.742746,72.6,582.89,"Michigan","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Michigan","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Michigan","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
411.530256,-47.79,870.85,"Michigan","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
1957.854698,1757.85,2157.86,"Minnesota","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
1650.44441,1410.22,1890.67,"Minnesota","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
2665.838343,1982.39,3349.29,"Minnesota","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
2065.167664,1199.62,2930.72,"Minnesota","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
3372.777987,2930.37,3815.18,"Minnesota","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Minnesota","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Minnesota","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Minnesota","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
1109.429457,962.69,1256.17,"Mississippi","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
1287.231774,951.77,1622.69,"Mississippi","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
942.385052,484.85,1399.92,"Mississippi","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
NA,NA,NA,"Mississippi","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Mississippi","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Mississippi","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Mississippi","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Mississippi","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
458.109678,184.1,732.12,"Nebraska","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
395.967657,166.42,625.51,"Nebraska","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
NA,NA,NA,"Nebraska","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
698.868455,341.72,1056.02,"Nebraska","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Nebraska","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Nebraska","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Nebraska","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Nebraska","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
1215.434408,996.06,1434.81,"Nevada","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
916.421136,655.01,1177.84,"Nevada","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
NA,NA,NA,"Nevada","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
1493.99515,895.46,2092.53,"Nevada","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
1363.72104,946.72,1780.73,"Nevada","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"Nevada","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"Nevada","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Nevada","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
80.547239,13.53,147.57,"New Hampshire","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
84.360686,4.93,163.8,"New Hampshire","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
NA,NA,NA,"New Hampshire","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
NA,NA,NA,"New Hampshire","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
NA,NA,NA,"New Hampshire","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
NA,NA,NA,"New Hampshire","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native American"
NA,NA,NA,"New Hampshire","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"New Hampshire","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","More than one race"
3059.767825,2485.46,3634.08,"New Jersey","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Total"
2267.864913,1505.52,3030.21,"New Jersey","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","White"
4588.704134,3593.81,5583.6,"New Jersey","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Black or African American"
4229.975914,3331.19,5128.76,"New Jersey","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Hispanic or Latino"
3398.542695,2597.49,4199.6,"New Jersey","State grants total","Race/Ethnicity","Average","znqtta","E1 Averages","Asian"
