"Target value","Lower bound","Upper bound","State","Target name","Row name","Measure name","Source code","Section name","Row value"
NA,NA,NA,"Arizona","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
18.19691,-4.24,40.63,"Arizona","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"Arizona","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Arizona","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Arizona","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Arizona","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
382.68383,195.64,569.72,"Arkansas","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
461.453896,292.77,630.14,"Arkansas","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
140.504463,40.33,240.67,"Arkansas","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
332.438544,182.22,482.66,"Arkansas","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"Arkansas","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Arkansas","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Arkansas","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
465.070334,-917.12,1847.26,"Arkansas","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
1167.711374,998.76,1336.66,"California","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
894.723726,760.19,1029.26,"California","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
1309.824785,589.93,2029.72,"California","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
1177.012456,1023.77,1330.26,"California","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
1469.706129,896.88,2042.53,"California","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"California","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"California","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
915.236247,634.49,1195.98,"California","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
1488.548574,1236.04,1741.05,"Colorado","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
1434.75604,1067.28,1802.24,"Colorado","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
NA,NA,NA,"Colorado","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
1487.628996,935.59,2039.67,"Colorado","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"Colorado","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Colorado","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Colorado","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Colorado","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
218.454705,171.69,265.22,"Connecticut","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
370.993175,236.67,505.32,"Connecticut","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
229.466967,77.02,381.91,"Connecticut","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
57.023067,-19.63,133.68,"Connecticut","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"Connecticut","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Connecticut","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Connecticut","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Connecticut","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
334.702972,53.79,615.62,"Florida","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
383.48397,100.36,666.61,"Florida","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
196.200142,-11.52,403.92,"Florida","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
271.477132,-81.48,624.44,"Florida","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"Florida","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Florida","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Florida","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Florida","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
1233.354811,993.31,1473.4,"Georgia","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
1419.756259,939.29,1900.22,"Georgia","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
1172.821533,978.07,1367.58,"Georgia","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
NA,NA,NA,"Georgia","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"Georgia","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Georgia","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Georgia","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Georgia","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
264.921461,206.07,323.77,"Hawaii","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
NA,NA,NA,"Hawaii","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
NA,NA,NA,"Hawaii","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
125.4587,62.12,188.8,"Hawaii","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
439.430559,200.32,678.54,"Hawaii","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Hawaii","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Hawaii","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
181.459964,42.74,320.18,"Hawaii","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
338.154534,258.34,417.97,"Illinois","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
300.532016,199.45,401.62,"Illinois","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
411.911618,278.57,545.25,"Illinois","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
391.100786,197.27,584.93,"Illinois","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
194.043266,-54.33,442.41,"Illinois","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Illinois","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Illinois","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Illinois","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
1367.365058,1109.9,1624.83,"Indiana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
1387.024759,1042.3,1731.75,"Indiana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
1471.367573,366.57,2576.16,"Indiana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
NA,NA,NA,"Indiana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"Indiana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Indiana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Indiana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Indiana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
448.225259,297.36,599.09,"Iowa","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
490.465048,307.86,673.07,"Iowa","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
NA,NA,NA,"Iowa","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
201.845188,-331.14,734.83,"Iowa","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"Iowa","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Iowa","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Iowa","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Iowa","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
NA,NA,NA,"Kansas","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
NA,NA,NA,"Kansas","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
NA,NA,NA,"Kansas","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
NA,NA,NA,"Kansas","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"Kansas","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Kansas","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Kansas","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Kansas","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
1258.221168,1049.11,1467.33,"Kentucky","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
1318.030965,1068.03,1568.03,"Kentucky","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
NA,NA,NA,"Kentucky","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
NA,NA,NA,"Kentucky","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"Kentucky","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Kentucky","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Kentucky","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Kentucky","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
NA,NA,NA,"Louisiana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
NA,NA,NA,"Louisiana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
NA,NA,NA,"Louisiana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
NA,NA,NA,"Louisiana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"Louisiana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Louisiana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Louisiana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Louisiana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
439.029776,335.57,542.49,"Maine","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
411.246651,321.71,500.78,"Maine","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
NA,NA,NA,"Maine","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
NA,NA,NA,"Maine","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"Maine","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Maine","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Maine","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Maine","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
308.12144,150.39,465.86,"Maryland","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
426.602486,139.84,713.36,"Maryland","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
58.99861,-72.16,190.16,"Maryland","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
488.308939,-470.81,1447.43,"Maryland","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"Maryland","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Maryland","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Maryland","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Maryland","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
866.664926,718.83,1014.5,"Massachusetts","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
970.264151,730.29,1210.24,"Massachusetts","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
764.479504,411.92,1117.04,"Massachusetts","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
818.992373,513.32,1124.66,"Massachusetts","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"Massachusetts","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Massachusetts","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Massachusetts","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Massachusetts","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
426.297167,257.31,595.29,"Michigan","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
433.145594,240.84,625.45,"Michigan","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
301.791245,-78.12,681.7,"Michigan","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
730.193185,184.23,1276.16,"Michigan","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"Michigan","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Michigan","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Michigan","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
436.913465,-598.5,1472.33,"Michigan","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
896.969651,810.12,983.82,"Minnesota","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
934.90315,818.25,1051.55,"Minnesota","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
564.877394,390.81,738.94,"Minnesota","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
899.607945,562.89,1236.33,"Minnesota","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
757.569836,554.02,961.12,"Minnesota","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Minnesota","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Minnesota","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
931.611157,634.27,1228.95,"Minnesota","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
106.399914,29.4,183.4,"Mississippi","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
133.523381,12.75,254.29,"Mississippi","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
73.587748,0.62,146.56,"Mississippi","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
NA,NA,NA,"Mississippi","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"Mississippi","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Mississippi","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Mississippi","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Mississippi","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
241.514485,158.04,324.99,"Nebraska","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
241.279478,149.71,332.85,"Nebraska","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
NA,NA,NA,"Nebraska","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
NA,NA,NA,"Nebraska","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"Nebraska","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Nebraska","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Nebraska","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Nebraska","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
NA,NA,NA,"Nevada","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
NA,NA,NA,"Nevada","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
NA,NA,NA,"Nevada","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
NA,NA,NA,"Nevada","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"Nevada","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"Nevada","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"Nevada","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Nevada","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
NA,NA,NA,"New Hampshire","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
NA,NA,NA,"New Hampshire","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
NA,NA,NA,"New Hampshire","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
NA,NA,NA,"New Hampshire","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Hispanic or Latino"
NA,NA,NA,"New Hampshire","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Asian"
NA,NA,NA,"New Hampshire","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native American"
NA,NA,NA,"New Hampshire","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"New Hampshire","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","More than one race"
654.81471,531.03,778.6,"New Jersey","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Total"
618.070261,410.26,825.88,"New Jersey","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","White"
667.622342,417.42,917.82,"New Jersey","State grants total","Race/Ethnicity","Average","kqfyse","F1 Averages","Black or African American"
