"Target value","Lower bound","Upper bound","State","Target name","Row name","Measure name","Source code","Section name","Row value"
1132.94926,420.78,1845.12,"Colorado","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
1213.88075,974.9,1452.86,"Colorado","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
810.869297,438.49,1183.25,"Colorado","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"Colorado","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"Colorado","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
1378.829911,643.76,2113.9,"Colorado","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
NA,NA,NA,"Connecticut","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
NA,NA,NA,"Connecticut","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
NA,NA,NA,"Connecticut","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
NA,NA,NA,"Connecticut","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Connecticut","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"Connecticut","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"Connecticut","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Connecticut","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Delaware","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"District of Columbia","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
1858.772957,1558.27,2159.28,"Florida","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
2333.345779,1876.75,2789.94,"Florida","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
1070.442585,647.53,1493.35,"Florida","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
1511.245484,1287.78,1734.71,"Florida","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
3330.594974,2277.32,4383.87,"Florida","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"Florida","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"Florida","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
1535.44194,728.09,2342.79,"Florida","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
3139.632888,2865.23,3414.04,"Georgia","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
3682.577379,3350.68,4014.47,"Georgia","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
2044.188831,1706.28,2382.09,"Georgia","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
3022.568676,2241.3,3803.84,"Georgia","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
4657.24054,3660.89,5653.59,"Georgia","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"Georgia","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"Georgia","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
3954.977341,2677.19,5232.76,"Georgia","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
265.599771,236.42,294.78,"Hawaii","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
31.77499,-35.9,99.45,"Hawaii","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
NA,NA,NA,"Hawaii","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
282.285913,20,544.57,"Hawaii","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
456.344177,338.4,574.29,"Hawaii","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"Hawaii","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"Hawaii","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
165.109088,122.95,207.27,"Hawaii","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Idaho","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
2646.727725,2385.47,2907.98,"Illinois","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
1978.561238,1622.16,2334.97,"Illinois","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
3732.325739,3302.52,4162.14,"Illinois","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
3720.477564,3327.91,4113.04,"Illinois","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
2240.202018,1478.67,3001.74,"Illinois","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"Illinois","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"Illinois","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Illinois","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
NA,NA,NA,"Indiana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
NA,NA,NA,"Indiana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
NA,NA,NA,"Indiana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
NA,NA,NA,"Indiana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Indiana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"Indiana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"Indiana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Indiana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
89.762386,17.64,161.89,"Iowa","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
95.452747,8.06,182.84,"Iowa","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
NA,NA,NA,"Iowa","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
182.883212,-135.24,501.01,"Iowa","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Iowa","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"Iowa","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"Iowa","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Iowa","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
266.876356,142.5,391.25,"Kansas","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
308.667018,139.6,477.74,"Kansas","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
NA,NA,NA,"Kansas","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
181.557574,3.41,359.71,"Kansas","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Kansas","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"Kansas","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"Kansas","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Kansas","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
2264.595333,2134.37,2394.82,"Kentucky","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
2214.143285,2125.08,2303.21,"Kentucky","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
2133.116179,1759.81,2506.43,"Kentucky","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
NA,NA,NA,"Kentucky","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Kentucky","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"Kentucky","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"Kentucky","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Kentucky","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
3503.657958,3254.99,3752.33,"Louisiana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
4210.722673,3846.79,4574.66,"Louisiana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
2114.949076,1736.57,2493.33,"Louisiana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
4251.544055,3384.37,5118.71,"Louisiana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Louisiana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"Louisiana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"Louisiana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
2289.192031,454.08,4124.3,"Louisiana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
329.965957,261.95,397.98,"Maine","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
320.048779,248.41,391.69,"Maine","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
NA,NA,NA,"Maine","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
NA,NA,NA,"Maine","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Maine","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"Maine","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"Maine","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Maine","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
824.58819,674.36,974.81,"Maryland","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
568.122927,311.16,825.08,"Maryland","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
820.392277,620.38,1020.4,"Maryland","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
1214.034496,410.18,2017.89,"Maryland","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
1151.551973,510.46,1792.64,"Maryland","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"Maryland","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"Maryland","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
1206.922361,62.82,2351.02,"Maryland","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
1203.163597,1083.6,1322.73,"Massachusetts","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
895.514704,779.77,1011.26,"Massachusetts","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
1863.641226,999.64,2727.64,"Massachusetts","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
1660.342363,1227.65,2093.03,"Massachusetts","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
1395.329028,466.79,2323.87,"Massachusetts","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"Massachusetts","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"Massachusetts","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Massachusetts","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
378.936682,277.44,480.43,"Michigan","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
403.083235,296.48,509.69,"Michigan","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
312.936868,102.88,523,"Michigan","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
337.607848,119.3,555.92,"Michigan","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
269.977994,65.35,474.61,"Michigan","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"Michigan","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"Michigan","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
365.274577,-34.7,765.25,"Michigan","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
1610.260804,1440.32,1780.2,"Minnesota","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
1331.240057,1096.15,1566.33,"Minnesota","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
2355.46808,1651.33,3059.61,"Minnesota","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
1910.403371,1122.37,2698.44,"Minnesota","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
3133.059459,2556.49,3709.63,"Minnesota","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"Minnesota","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"Minnesota","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
1672.408481,164.17,3180.65,"Minnesota","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
904.670443,777.65,1031.69,"Mississippi","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
1056.297987,785.57,1327.03,"Mississippi","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
748.888806,421.79,1075.99,"Mississippi","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
NA,NA,NA,"Mississippi","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Mississippi","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"Mississippi","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"Mississippi","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Mississippi","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Missouri","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Montana","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
382.778669,218.59,546.96,"Nebraska","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
322.02603,155.59,488.46,"Nebraska","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
NA,NA,NA,"Nebraska","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
679.344586,314.52,1044.17,"Nebraska","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
NA,NA,NA,"Nebraska","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"Nebraska","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"Nebraska","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
NA,NA,NA,"Nebraska","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
1084.246224,889.61,1278.88,"Nevada","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
806.494006,603,1009.99,"Nevada","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
NA,NA,NA,"Nevada","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
1407.033759,861.06,1953.01,"Nevada","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
1163.486522,741.88,1585.09,"Nevada","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"Nevada","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"Nevada","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
1064.071091,388.41,1739.73,"Nevada","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
97.733625,18.84,176.62,"New Hampshire","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Total"
106.228458,14.5,197.96,"New Hampshire","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","White"
NA,NA,NA,"New Hampshire","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Black or African American"
50.307226,-2.41,103.03,"New Hampshire","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Hispanic or Latino"
NA,NA,NA,"New Hampshire","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Asian"
NA,NA,NA,"New Hampshire","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native American"
NA,NA,NA,"New Hampshire","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","Native Hawaiian/Pacific Islander"
93.858598,-50.57,238.29,"New Hampshire","State grants total","Race/Ethnicity","Average","kpijkt","E1 Averages","More than one race"
